50 1 4.400000e-01 
50 1.300000e+00 4.360000e-01 
50 1.600000e+00 4.560000e-01 
50 1.900000e+00 4.560000e-01 
50 2.200000e+00 4.800000e-01 
50 2.500000e+00 4.720000e-01 
50 2.800000e+00 4.720000e-01 
50 3.100000e+00 4.760000e-01 
50 3.400000e+00 4.800000e-01 
50 3.700000e+00 4.720000e-01 
50 4 4.760000e-01 
50 4.300000e+00 4.760000e-01 
50 4.600000e+00 4.760000e-01 
50 4.900000e+00 4.760000e-01 
50 5.200000e+00 4.700000e-01 
50 5.500000e+00 4.720000e-01 
50 5.800000e+00 4.760000e-01 
50 6.100000e+00 4.620000e-01 
50 6.400000e+00 4.720000e-01 
50 6.700000e+00 4.800000e-01 
50 7 4.720000e-01 

152 1 2.000000e-01 
152 1.300000e+00 3.120000e-01 
152 1.600000e+00 4.120000e-01 
152 1.900000e+00 4.120000e-01 
152 2.200000e+00 4.560000e-01 
152 2.500000e+00 4.320000e-01 
152 2.800000e+00 4.440000e-01 
152 3.100000e+00 4.520000e-01 
152 3.400000e+00 4.640000e-01 
152 3.700000e+00 4.600000e-01 
152 4 4.480000e-01 
152 4.300000e+00 4.640000e-01 
152 4.600000e+00 4.800000e-01 
152 4.900000e+00 4.680000e-01 
152 5.200000e+00 4.760000e-01 
152 5.500000e+00 4.680000e-01 
152 5.800000e+00 4.720000e-01 
152 6.100000e+00 4.680000e-01 
152 6.400000e+00 4.720000e-01 
152 6.700000e+00 4.720000e-01 
152 7 4.760000e-01 

254 1 9.400000e-02 
254 1.300000e+00 2.560000e-01 
254 1.600000e+00 2.680000e-01 
254 1.900000e+00 3.840000e-01 
254 2.200000e+00 4.120000e-01 
254 2.500000e+00 4.160000e-01 
254 2.800000e+00 4.280000e-01 
254 3.100000e+00 4.120000e-01 
254 3.400000e+00 4.320000e-01 
254 3.700000e+00 4.600000e-01 
254 4 4.400000e-01 
254 4.300000e+00 4.440000e-01 
254 4.600000e+00 4.560000e-01 
254 4.900000e+00 4.520000e-01 
254 5.200000e+00 4.760000e-01 
254 5.500000e+00 4.720000e-01 
254 5.800000e+00 4.480000e-01 
254 6.100000e+00 4.680000e-01 
254 6.400000e+00 4.760000e-01 
254 6.700000e+00 4.720000e-01 
254 7 4.760000e-01 

356 1 3.600000e-02 
356 1.300000e+00 1.460000e-01 
356 1.600000e+00 1.880000e-01 
356 1.900000e+00 2.720000e-01 
356 2.200000e+00 3.200000e-01 
356 2.500000e+00 4.520000e-01 
356 2.800000e+00 4.040000e-01 
356 3.100000e+00 3.520000e-01 
356 3.400000e+00 4.600000e-01 
356 3.700000e+00 4.120000e-01 
356 4 4.280000e-01 
